st_dbscan_cluster_id,cluster_label,geometry_source,road_class,lane_count,carriageway_width_m,link_length_m,junction_degree,betweenness_centrality
185,POLICE_STATION::Electronic City,osmnx,residential,2,7.0,30.352397895029934,4,6.436456086745057e-06
554,BTP096 - Gali Anjaneya Temple,osmnx,trunk,2,7.0,142.8477814529788,4,0.037198629031771346
737,"BTP099 - Cash Pharmacy, Residency Road",osmnx,tertiary,2,7.0,159.78362216236624,3,0.01200251021687958
780,POLICE_STATION::Pulikeshinagar(F.Town),osmnx,primary,2,7.0,84.01273650752655,4,0.04009130112627631
653,POLICE_STATION::Ashok Nagar,osmnx,secondary,3,10.5,148.3427004039179,4,0.04173771441098526
785,POLICE_STATION::Kodigehalli,osmnx,residential,2,7.0,40.29766545612527,6,1.6284233899464994e-05
229,POLICE_STATION::Yelahanka,osmnx,secondary,2,7.0,111.42804494662124,4,7.279631834108659e-05
368,POLICE_STATION::Ashok Nagar,osmnx,secondary,3,10.5,148.3427004039179,4,0.04173771441098526
485,POLICE_STATION::HAL Old Airport,osmnx,primary,2,7.0,433.21914935000837,4,0.0003479869983298715
593,POLICE_STATION::Yeshwanthpura,osmnx,tertiary,2,7.0,97.92596794732184,7,0.02955144337282911
611,POLICE_STATION::Yelahanka,osmnx,secondary,2,7.0,46.72125457986108,5,0.0001159527564027122
559,POLICE_STATION::Jeevanbheemanagar,osmnx,residential,2,7.0,56.99269882896511,8,0.00016937534192269617
71,POLICE_STATION::Bellandur,osmnx,tertiary,2,7.0,60.59097373950764,4,0.0004702796639780276
623,POLICE_STATION::Jalahalli,osmnx,residential,2,7.0,69.30288377257133,4,0.005148360312385202
12,POLICE_STATION::Banashankari,osmnx,residential,2,7.0,116.7601603977935,6,0.00011218742959196634
527,POLICE_STATION::Jeevanbheemanagar,osmnx,primary,2,7.0,180.1990287509702,4,0.007840247159264154
774,POLICE_STATION::Hebbala,osmnx,tertiary,1,3.5,242.76590053078064,4,0.006620055996619459
10,POLICE_STATION::HAL Old Airport,osmnx,tertiary,2,7.0,65.98138935298205,6,0.0036533002925560605
104,POLICE_STATION::Mahadevapura,osmnx,trunk,3,10.5,110.64726978853082,6,0.006359154249143249
515,POLICE_STATION::Yelahanka,osmnx,secondary,2,7.0,295.3046084355595,4,0.0009570044732576888
26,POLICE_STATION::HAL Old Airport,osmnx,residential,2,7.0,144.0801010174358,6,0.0021812506032370324
488,"BTP115 - Sahasra Hospital, Jayanagar",osmnx,primary,2,7.0,97.50217798588943,3,0.026085379587836462
233,POLICE_STATION::Chikkajala,osmnx,residential,2,7.0,32.21333224576199,4,6.436456086745057e-06
493,BTP010 - Rajajinagar Entrance,osmnx,secondary,2,7.0,47.77536977822868,4,0.007168602966612307
490,POLICE_STATION::Yelahanka,osmnx,secondary,2,7.0,67.33863489089643,6,0.00016013902743821701
263,POLICE_STATION::Electronic City,osmnx,residential,2,7.0,30.352397895029934,4,6.436456086745057e-06
686,POLICE_STATION::Jeevanbheemanagar,osmnx,secondary,2,4.0,70.23630021333575,4,0.006709748012188252
6,POLICE_STATION::HSR Layout,osmnx,tertiary,2,7.0,125.94768718207852,6,0.0005654426672205532
487,POLICE_STATION::Jeevanbheemanagar,osmnx,tertiary,2,7.0,203.61440050047483,6,0.004781932867366806
645,POLICE_STATION::Mahadevapura,osmnx,trunk,3,10.5,958.6880906708378,4,0.005169664982032329
147,POLICE_STATION::Banaswadi,osmnx,trunk,3,10.5,128.363778357975,3,0.04697892060242176
109,"BTP115 - Sahasra Hospital, Jayanagar",osmnx,primary,2,7.0,281.9621494720291,4,0.02418997199941178
510,"BTP186 - 9th Cross, 4th Main, Jayanagar",osmnx,residential,2,7.0,261.0897943765617,2,0.0
684,"BTP115 - Sahasra Hospital, Jayanagar",osmnx,primary,2,7.0,97.50217798588943,5,0.05380417081908665
340,BTP020 - Hosahalli Metro Station,osmnx,residential,2,7.0,136.8458752746439,8,0.01504254497349057
146,POLICE_STATION::Mahadevapura,osmnx,trunk,3,10.5,128.363778357975,3,0.04697892060242176
315,POLICE_STATION::Sheshadripuram,osmnx,residential,2,7.0,52.11999199358087,4,0.002993466996823391
392,POLICE_STATION::Bellandur,osmnx,primary,3,10.5,72.55364064850811,4,0.00011067486241158125
521,"BTP206 - Shankara Mutt Circle, Vijayanagar",osmnx,secondary,2,7.0,127.89500428391696,3,0.012604769412916316
376,BTP042 - Minsk Square Junction (CTO),osmnx,residential,2,7.0,123.74213174435968,6,4.956071186793694e-06
188,POLICE_STATION::Whitefield,osmnx,tertiary,2,7.0,46.692632908467125,6,0.0007551893926577975
14,POLICE_STATION::Bellandur,osmnx,tertiary,2,7.0,381.1578949215379,3,0.017008367391504246
305,POLICE_STATION::Mahadevapura,osmnx,trunk,3,10.5,110.64726978853082,6,0.006359154249143249
267,POLICE_STATION::Bellandur,osmnx,trunk,3,10.5,747.9219496253924,6,0.007059247577698509
321,POLICE_STATION::Ashok Nagar,osmnx,secondary,2,7.0,148.54757646081015,5,0.05377260000198117
442,BTP140 - Madiwala Check Post,osmnx,secondary,2,7.0,76.58193843059654,6,0.0055310076267421964
397,BTP041 - Gopal Gowda Circle,osmnx,primary,3,10.5,333.23072679594253,4,0.004836900202347609
759,POLICE_STATION::Electronic City,osmnx,motorway,2,7.0,16.10467662286898,2,0.0
669,POLICE_STATION::Yeshwanthpura,osmnx,trunk,2,7.0,426.88730443151974,2,0.0
469,BTP214 - 5th Main Chamrajpet  Junction,osmnx,secondary,2,7.0,50.830524984723624,8,0.0008507707655459616
778,"BTP210 - 50th cross, 12th Main , Rajajinagar",osmnx,residential,2,7.0,50.66626475839577,6,9.268496764912883e-06
129,BTP192 - Urvashi Theater,osmnx,secondary,3,10.5,81.1626807755301,4,0.030530009973977396
772,POLICE_STATION::Sheshadripuram,osmnx,primary,3,10.5,39.00157681098711,4,0.01614546390623477
242,"BTP115 - Sahasra Hospital, Jayanagar",osmnx,primary,2,7.0,100.8348505616091,4,0.02418997199941178
609,POLICE_STATION::Kamakshipalya,osmnx,trunk,3,10.5,1486.4370115515912,4,0.01268982718010265
181,BTP105 - Shivasankara Circle,osmnx,secondary,2,7.0,89.88071580764729,6,0.007979918256346521
497,POLICE_STATION::Ashok Nagar,osmnx,secondary,3,10.5,148.3427004039179,4,0.04173771441098526
350,BTP017 - Attiguppe Circle,osmnx,tertiary,2,7.0,43.62901806219302,6,0.000841116081415844
534,"BTP163 - 16th Main Road, BTM Layout",osmnx,tertiary,2,7.0,33.655616924973636,4,0.00034312747398437896
714,POLICE_STATION::R.T. Nagar,osmnx,secondary,2,7.0,306.9852355017146,4,0.006849322562429319
749,BTP137 - Madiwala Traffic PS Junction,osmnx,primary,2,7.0,70.0087607317579,4,0.018772632187161502
492,POLICE_STATION::Mico Layout,osmnx,secondary,2,7.0,35.92690980723799,6,0.000883886332112265
541,POLICE_STATION::Mahadevapura,osmnx,primary,3,10.5,20.891134369647325,4,0.021779487012645322
358,BTP120 - Lalbagh Main Gate Junction,osmnx,primary,2,7.0,54.38548771535151,4,0.0044042416241966064
246,POLICE_STATION::Yeshwanthpura,osmnx,secondary,2,7.0,89.95300201847832,3,0.008006307726302177
538,"BTP089 - Police Quarters, Sultan Road",osmnx,secondary,2,7.0,134.43275788211793,5,0.004984134135331902
255,POLICE_STATION::K.G. Halli,osmnx,residential,2,7.0,67.33661877153322,2,0.0
193,POLICE_STATION::Rajajinagar,osmnx,tertiary,2,7.0,36.56745057927736,6,2.484472049483592e-05
325,"BTP011 - RR Kalyana Mantapa, Dr. Rajkumar Road",osmnx,tertiary,2,7.0,206.30069626263946,6,0.0008419850029875546
445,POLICE_STATION::Jeevanbheemanagar,osmnx,secondary,2,7.0,47.47340519897885,4,0.00025652495733722425
599,BTP126 - Dairy Circle,osmnx,secondary,2,7.0,381.8360416330332,4,0.0002069642454692873
284,POLICE_STATION::Bellandur,osmnx,trunk,3,10.5,651.8820137537867,6,0.023640652654688524
155,POLICE_STATION::Jeevanbheemanagar,osmnx,tertiary,2,7.0,62.93656099621725,5,0.0022869372121813863
676,POLICE_STATION::HAL Old Airport,osmnx,tertiary,2,7.0,213.9999987320469,6,9.522736780339312e-05
650,BTP051 - Safina Plaza Junction,osmnx,secondary,2,7.0,72.93114226165291,3,0.053771441439885555
752,"BTP062 - Basava Mantapa, Dr. Rajkumar Road",osmnx,secondary,2,7.0,141.53526930316633,4,0.0052881923208697385
501,POLICE_STATION::Kengeri,osmnx,tertiary,2,7.0,41.29719218587978,6,0.0021565024295834975
511,"BTP159 - JP Nagar Metro, ORR",osmnx,trunk,2,8.0,282.4978307943676,2,0.0
729,POLICE_STATION::Banaswadi,osmnx,tertiary,2,7.0,85.92449058122187,4,0.00022064171465362056
273,POLICE_STATION::Hebbala,osmnx,tertiary,2,7.0,689.4638755236219,3,0.00871628101495059
532,BTP171 - Indian Express (Balekundri),osmnx,primary,3,10.5,125.44478642864478,4,0.0292192578741922
194,POLICE_STATION::Sheshadripuram,osmnx,residential,2,7.0,140.0245632741363,3,0.03189994528748021
50,BTP076 - Hudson Circle,osmnx,unclassified,2,7.0,46.49778350116507,1,0.0
796,POLICE_STATION::Mico Layout,osmnx,secondary,2,7.0,35.92690980723799,6,0.000883886332112265
626,POLICE_STATION::HAL Old Airport,osmnx,trunk,3,10.5,731.1756911600004,4,0.01544060760017532
777,BTP052 - CID Carlton House Junction,osmnx,tertiary,2,7.0,58.234635366038546,4,0.004804717921913884
573,POLICE_STATION::HSR Layout,osmnx,secondary,2,7.0,32.96251912879164,3,1.802207704288616e-05
586,POLICE_STATION::Hennuru,osmnx,primary,2,7.0,174.67276826703653,4,0.006189778907220553
422,POLICE_STATION::Kodigehalli,osmnx,residential,2,7.0,43.35085186162586,6,0.008170694814757646
641,POLICE_STATION::Hulimavu,osmnx,residential,2,7.0,243.64150909563028,8,0.00714771666661082
384,BTP121 - KH Circle,osmnx,primary,2,7.0,254.39251979707808,3,0.0150011585608528
416,BTP034 - LRDE Junction,osmnx,tertiary,2,7.0,134.40662017059435,4,0.01931854021015878
450,POLICE_STATION::Yeshwanthpura,osmnx,trunk,3,10.5,76.5782401570708,3,0.01386090818280548
525,POLICE_STATION::Bellandur,osmnx,secondary,2,7.0,43.18300816574651,6,0.005311492291903756
578,POLICE_STATION::Mahadevapura,osmnx,trunk,3,10.5,1233.0204840192018,4,0.0038730409033575367
545,POLICE_STATION::Ashok Nagar,osmnx,secondary,3,10.5,148.3427004039179,4,0.04173771441098526
389,BTP076 - Hudson Circle,osmnx,unclassified,2,7.0,46.49778350116507,3,0.013183406815114696
156,BTP047 - Vidhan Soudha Metro Station,osmnx,primary,3,10.5,462.18264480726384,3,3.37270298945441e-05
732,POLICE_STATION::Bellandur,osmnx,tertiary,2,7.0,56.5991066457462,6,0.00043072764132497923
69,BTP192 - Urvashi Theater,osmnx,secondary,3,10.5,101.51361259025651,6,0.030607311811579205
553,BTP048 - Shanthala Junction,osmnx,primary,2,7.0,515.5257102177723,4,0.03197010265882574
295,POLICE_STATION::HAL Old Airport,osmnx,primary,2,7.0,238.551078802209,4,0.0003479869983298715
433,BTP061 - Bhashyam Circle,osmnx,secondary,2,7.0,40.920265389722054,6,0.005192932770785912
213,POLICE_STATION::Electronic City,osmnx,motorway,2,7.0,16.10467662286898,2,0.0
791,BTP192 - Urvashi Theater,osmnx,primary,3,10.5,35.82590088708114,4,0.06792417854166406
543,POLICE_STATION::HAL Old Airport,osmnx,residential,2,7.0,13.875690582292524,4,0.0014518392172066488
786,POLICE_STATION::Ashok Nagar,osmnx,secondary,3,10.5,53.961694869899254,3,0.00018939272035247331
548,BTP108 - Tagore Park Junction,osmnx,tertiary,2,7.0,51.922819910189446,8,0.00180829015529059
522,POLICE_STATION::Whitefield,osmnx,tertiary,2,7.0,126.62337531262847,6,0.003104077494674105
72,POLICE_STATION::Kamakshipalya,osmnx,primary,2,7.0,171.76544369017682,4,0.0024293438031006208
105,BTP096 - Gali Anjaneya Temple,osmnx,trunk,2,7.0,142.8477814529788,4,0.037198629031771346
38,POLICE_STATION::Kodigehalli,osmnx,tertiary,2,7.0,34.16949994397174,8,0.00017581179800944124
571,BTP020 - Hosahalli Metro Station,osmnx,secondary,2,7.0,40.34224223830406,6,0.014986998357461962
264,BTP109 - Dewan Madhava Rao Junction,osmnx,primary,2,7.0,12.731624799786042,3,0.013337334662429203
388,POLICE_STATION::Bellandur,osmnx,trunk,3,10.5,124.05465799458297,3,0.014962024907845392
158,POLICE_STATION::Malleshwaram,osmnx,primary,2,7.0,37.82839732503471,3,0.00014910050524944926
558,POLICE_STATION::Pulikeshinagar(F.Town),osmnx,tertiary,2,7.0,46.6315757946132,6,0.0003022881601139816
496,POLICE_STATION::Hulimavu,osmnx,tertiary,2,7.0,173.7729158245739,6,0.003794323045416645
171,POLICE_STATION::HAL Old Airport,osmnx,primary,2,7.0,87.61229118975135,2,0.0
208,"BTP001 - 10th Cross, Dr. Rajkumar Road",osmnx,secondary,2,7.0,231.10597929019906,6,0.013333955522983663
736,POLICE_STATION::Whitefield,osmnx,primary,2,7.0,373.5842373313795,3,7.446979692364031e-05
744,POLICE_STATION::Malleshwaram,osmnx,trunk,2,7.0,147.30821602923103,3,0.05203038006842102
354,BTP140 - Madiwala Check Post,osmnx,secondary,2,7.0,76.58193843059654,6,0.002376597045469745
467,"BTP176 - Rajalakshmi Kalyana Mantapa, JP Nagar",osmnx,primary,2,7.0,223.2891718359855,4,0.0190132912802449
409,POLICE_STATION::Electronic City,osmnx,residential,2,7.0,30.352397895029934,4,6.436456086745057e-06
721,POLICE_STATION::HAL Old Airport,osmnx,residential,2,7.0,32.53906907189561,8,0.00235020757551409
466,POLICE_STATION::Sheshadripuram,osmnx,primary,2,7.0,93.94278231983571,4,0.004875583303428947
339,POLICE_STATION::Rajajinagar,osmnx,secondary,2,7.0,26.26547913493244,6,0.003885785086409292
656,POLICE_STATION::Yeshwanthpura,osmnx,trunk,2,7.0,426.88730443151974,3,0.008006307726302177
703,BTP058 - Subbanna Junction,osmnx,secondary,2,7.0,67.94539804853437,5,0.00015721043991874802
157,"BTP210 - 50th cross, 12th Main , Rajajinagar",osmnx,tertiary,2,7.0,33.784258407466965,4,0.0022217359120226586
795,"BTP001 - 10th Cross, Dr. Rajkumar Road",osmnx,residential,2,7.0,123.00305863787875,3,0.004225726514630732
790,BTP140 - Madiwala Check Post,osmnx,residential,2,7.0,74.39269759482774,6,0.001973803623561239
362,POLICE_STATION::Basavanagudi,osmnx,residential,2,7.0,120.77905083862859,6,0.0007972838154651102
667,POLICE_STATION::Kodigehalli,osmnx,tertiary,2,7.0,99.18374919713433,6,0.0001435651530148485
217,POLICE_STATION::HSR Layout,osmnx,tertiary,4,14.0,20.668197638352805,4,0.005483892768187222
750,BTP074 - Leprosy Hospital Junction,osmnx,residential,2,7.0,70.64986791150444,4,0.0005375406300845134
793,POLICE_STATION::HAL Old Airport,osmnx,primary,2,7.0,30.1544322106095,4,0.0014451131205960002
441,BTP119 - Minerva Circle,osmnx,primary,5,17.5,144.79785369984828,4,0.01929665625946385
301,BTP118 - Basappa Circle,osmnx,primary,4,14.0,51.15865239378046,4,0.0005030734077399936
470,BTP096 - Gali Anjaneya Temple,osmnx,trunk,2,7.0,142.8477814529788,4,0.037198629031771346
565,BTP074 - Leprosy Hospital Junction,osmnx,primary,2,7.0,113.09411772886996,4,0.0003948122163609418
499,POLICE_STATION::Mahadevapura,osmnx,trunk,3,10.5,1053.5377964575991,4,0.005287613039821931
304,BTP054 - Shivananda Circle,osmnx,tertiary,2,7.0,5.107289424516664,4,0.0006414893958854461
373,BTP054 - Shivananda Circle,osmnx,tertiary,2,7.0,5.107289424516664,4,0.0006414893958854461
730,POLICE_STATION::Bellandur,osmnx,trunk,3,10.5,124.05465799458297,3,0.006588678273196578
115,BTP166 - Coffee Board Junction,osmnx,tertiary,2,7.0,263.5918360068611,4,1.2390177966984235e-05
448,"BTP148 - 17th Main, Doopanahalli Bus Stop",osmnx,residential,2,7.0,149.05937677851068,4,0.017302931804314133
666,"BTP148 - 17th Main, Doopanahalli Bus Stop",osmnx,residential,2,7.0,149.05937677851068,6,0.00012872912173490114
698,"BTP001 - 10th Cross, Dr. Rajkumar Road",osmnx,residential,2,7.0,238.84955032718074,4,0.0016889904417227704
765,POLICE_STATION::Byatarayanapura,osmnx,trunk,2,7.0,91.60177496308135,6,1.3902745147369323e-05
503,BTP192 - Urvashi Theater,osmnx,primary,3,10.5,105.68366231566388,4,0.04441553760131468
476,POLICE_STATION::Kodigehalli,osmnx,tertiary,2,7.0,55.59284367156635,6,0.0001435651530148485
536,POLICE_STATION::HAL Old Airport,osmnx,tertiary,2,7.0,212.8016089396459,6,0.001776783702745973
633,POLICE_STATION::K.G. Halli,osmnx,residential,2,7.0,35.05189181252858,6,9.654684130117585e-06
768,POLICE_STATION::Yeshwanthpura,osmnx,secondary,2,7.0,234.66261999520373,6,0.00030003540048362086
57,POLICE_STATION::Hulimavu,osmnx,tertiary,2,7.0,186.6261498668086,4,9.767322111635623e-05
421,POLICE_STATION::Bellandur,osmnx,tertiary,2,7.0,190.45143974325904,4,0.013833649791278114
727,POLICE_STATION::Halasur,osmnx,unclassified,2,7.0,221.23892620645685,6,2.4458533129631216e-05
427,BTP052 - CID Carlton House Junction,osmnx,tertiary,3,10.5,253.31992097881817,5,0.0047950954200642
600,POLICE_STATION::Electronic City,osmnx,residential,2,7.0,30.352397895029934,4,6.436456086745057e-06
192,POLICE_STATION::HAL Old Airport,osmnx,primary,2,7.0,238.551078802209,4,0.0003479869983298715
143,POLICE_STATION::HAL Old Airport,osmnx,tertiary,4,14.0,88.30846438748243,6,0.014534258036320314
175,BTP214 - 5th Main Chamrajpet  Junction,osmnx,tertiary,2,7.0,50.61189861789873,8,0.004086087599828798
234,POLICE_STATION::Bellandur,osmnx,trunk,3,10.5,124.05465799458297,3,0.006588678273196578
596,POLICE_STATION::Electronic City,osmnx,motorway,2,7.0,16.10467662286898,2,0.0
535,BTP192 - Urvashi Theater,osmnx,primary,3,10.5,35.82590088708114,4,0.04441553760131468
508,POLICE_STATION::HSR Layout,osmnx,trunk,3,10.5,241.26921166033094,4,0.000365268882922782
713,"BTP123 - 10th Cross, Wilson Garden",osmnx,tertiary,2,7.0,11.062823102703268,6,0.008848357093850599
783,BTP180 - Swagath Poornima Theatre,osmnx,secondary,2,7.0,111.38634752517993,4,0.003989894763612394
540,POLICE_STATION::Kodigehalli,osmnx,tertiary,2,7.0,99.18374919713433,8,0.00025195507351563525
782,POLICE_STATION::HSR Layout,osmnx,secondary,4,14.0,40.74237836403716,4,0.00020764007335839554
148,POLICE_STATION::Bellandur,osmnx,trunk,3,10.5,747.9219496253924,4,0.013833649791278114
170,POLICE_STATION::Ashok Nagar,osmnx,residential,2,7.0,90.5342711977637,4,0.04173771441098526
670,"BTP206 - Shankara Mutt Circle, Vijayanagar",osmnx,secondary,2,7.0,127.89500428391696,4,0.014080198241680884
124,POLICE_STATION::Yelahanka,osmnx,tertiary,2,7.0,197.99725561226938,2,0.0
371,POLICE_STATION::Basavanagudi,osmnx,tertiary,4,14.0,284.6621269974234,6,0.0007996974864976396
231,POLICE_STATION::Kamakshipalya,osmnx,primary,2,7.0,171.76544369017682,4,0.0024293438031006208
576,POLICE_STATION::Rajajinagar,osmnx,secondary,2,7.0,26.26547913493244,6,0.003885785086409292
189,POLICE_STATION::Kodigehalli,osmnx,tertiary,2,7.0,362.9195387394715,3,0.019596562930825734
332,BTP106 - VV Puram College,osmnx,secondary,2,7.0,67.71780945618099,3,0.00012683036718931135
498,"BTP001 - 10th Cross, Dr. Rajkumar Road",osmnx,secondary,2,7.0,91.30110558350486,4,0.0016889904417227704
539,POLICE_STATION::Rajajinagar,osmnx,secondary,2,7.0,178.3895357499719,6,0.003885785086409292
694,POLICE_STATION::Electronic City,osmnx,motorway,2,7.0,16.10467662286898,2,0.0
415,POLICE_STATION::Jeevanbheemanagar,osmnx,unclassified,2,7.0,37.2838595266391,3,0.01693177356407198
243,POLICE_STATION::Basavanagudi,osmnx,tertiary,4,14.0,284.66212699742334,6,6.372091525877607e-06
697,BTP076 - Hudson Circle,osmnx,unclassified,2,7.0,46.49778350116507,3,0.013183406815114696
60,POLICE_STATION::Mahadevapura,osmnx,primary,3,10.5,178.49919937446995,6,0.02187278344362269
580,POLICE_STATION::Yeshwanthpura,osmnx,trunk,3,10.5,76.5782401570708,3,0.01386090818280548
372,POLICE_STATION::Kamakshipalya,osmnx,tertiary,2,7.0,40.6624790152056,6,0.00039548804425005
459,POLICE_STATION::Yelahanka,osmnx,primary,2,7.0,368.0941048418436,4,0.0008316223086878951
349,BTP192 - Urvashi Theater,osmnx,secondary,3,10.5,101.51361259025651,6,0.030607311811579205
696,BTP171 - Indian Express (Balekundri),osmnx,primary,3,10.5,125.44478642864478,4,0.029133105909471116
269,BTP167 - JC Road Junction,osmnx,tertiary,2,7.0,48.639727734260056,5,0.03743745373487002
395,POLICE_STATION::Jeevanbheemanagar,osmnx,unclassified,2,7.0,37.2838595266391,3,0.01693177356407198
404,"BTP145 - Sri Hatti Maramma Circle, Domluru",osmnx,primary,2,7.0,308.3882444924752,4,0.015083609563324005
22,POLICE_STATION::HAL Old Airport,osmnx,tertiary,2,7.0,281.5793173574476,4,0.014751649340650128
685,POLICE_STATION::HAL Old Airport,osmnx,tertiary,2,7.0,142.4527416548394,4,0.001855984294893371
278,POLICE_STATION::HAL Old Airport,osmnx,tertiary,2,7.0,142.4527416548394,4,0.001855984294893371
512,BTP184 - Lalbagh West Gate,osmnx,secondary,2,7.0,12.213044059250791,4,0.0270436713523115
297,POLICE_STATION::Mahadevapura,osmnx,tertiary,2,7.0,97.19452928862482,6,0.003935538891959831
517,"BTP210 - 50th cross, 12th Main , Rajajinagar",osmnx,residential,2,7.0,90.3491225650429,8,0.0041633894374306065
615,POLICE_STATION::HAL Old Airport,osmnx,tertiary,2,7.0,142.4527416548394,3,0.017456087276898232
502,POLICE_STATION::Yelahanka,osmnx,secondary,2,7.0,29.476017306460854,6,0.005659447107953194
216,BTP042 - Minsk Square Junction (CTO),osmnx,residential,2,7.0,123.74213174435968,6,4.956071186793694e-06
748,POLICE_STATION::Yeshwanthpura,osmnx,trunk,3,10.5,96.48929926158173,3,0.03798081935771304
437,POLICE_STATION::Mahadevapura,osmnx,trunk,3,10.5,110.64726978853082,3,0.013023332152237346
214,POLICE_STATION::Mahadevapura,fallback,road,2,7.0,250.0,4,0.0
440,POLICE_STATION::Malleshwaram,osmnx,tertiary,2,7.0,115.44595367313946,5,0.0011023074694159584
288,POLICE_STATION::Electronic City,osmnx,motorway,2,7.0,16.10467662286898,2,0.0
754,POLICE_STATION::Jeevanbheemanagar,osmnx,secondary,2,7.0,146.89377737204424,6,0.0022252115983095013
265,POLICE_STATION::HAL Old Airport,osmnx,tertiary,2,7.0,152.90751859770253,4,0.005487432819034932
79,"BTP011 - RR Kalyana Mantapa, Dr. Rajkumar Road",osmnx,tertiary,2,7.0,77.98256323788593,6,0.0008192964952817783
351,"BTP197 - 9th Cross, 24th Main, JP Nagar",osmnx,residential,2,7.0,98.30720010474903,6,0.0026976474750765884
688,POLICE_STATION::Mahadevapura,osmnx,primary,3,10.5,420.5428766509583,4,0.000365622888007553
619,BTP067 - Jai Muni Rao Circle,osmnx,primary,2,7.0,139.67143148213535,4,0.010291346183937972
116,POLICE_STATION::HAL Old Airport,osmnx,tertiary,2,7.0,212.4606540060012,2,0.0
704,POLICE_STATION::Bellandur,osmnx,trunk,3,10.5,747.9219496253924,6,0.0008266662375011013
724,POLICE_STATION::Jeevanbheemanagar,osmnx,tertiary,2,7.0,62.93656099621725,5,0.0022869372121813863
85,POLICE_STATION::Yeshwanthpura,osmnx,tertiary,2,7.0,69.75429465700792,6,0.00019415569785666465
489,POLICE_STATION::Jeevanbheemanagar,osmnx,secondary,2,7.0,146.89377737204424,6,0.0022252115983095013
568,POLICE_STATION::Hebbala,osmnx,trunk,3,10.5,587.8462017886009,4,0.006620055996619459
30,POLICE_STATION::HSR Layout,osmnx,tertiary,2,7.0,50.01325011644195,6,0.003794323045416645
663,"BTP001 - 10th Cross, Dr. Rajkumar Road",osmnx,secondary,2,7.0,50.073482430767775,4,0.0018769993240165936
204,POLICE_STATION::Electronic City,osmnx,residential,2,7.0,30.352397895029934,4,6.436456086745057e-06
283,POLICE_STATION::Yelahanka,osmnx,primary,2,7.0,82.27068317109648,4,0.00017941621341801845
375,POLICE_STATION::High ground,osmnx,primary,3,10.5,125.44478642864478,4,0.029133105909471116
520,POLICE_STATION::Yelahanka,osmnx,primary,3,10.5,102.95875790347324,4,0.0076080841882152596
196,POLICE_STATION::HAL Old Airport,osmnx,tertiary,4,14.0,134.10310205800457,6,0.014983619218016421
306,POLICE_STATION::Peenya,osmnx,tertiary,2,7.0,170.1844296075653,4,0.00037653268107458584
54,"BTP099 - Cash Pharmacy, Residency Road",osmnx,primary,4,14.0,274.6651715545373,3,0.01200251021687958
59,"BTP011 - RR Kalyana Mantapa, Dr. Rajkumar Road",osmnx,tertiary,2,5.0,123.73283849479625,6,0.016370707686990414
86,"BTP204 - ESI Hospital, Rajajinagar",osmnx,residential,2,7.0,35.67458262270173,6,0.0010288996877466311
108,"BTP117 - 9th Cross, Kanakapura Road",osmnx,residential,2,7.0,61.1206689460406,8,3.1635181666351956e-05
135,BTP032 - Windsor Circle,osmnx,tertiary,2,7.0,156.75668750470095,4,9.690084638594683e-05
141,POLICE_STATION::Rajajinagar,osmnx,trunk,3,10.5,307.89069443688936,4,5.4066231128658476e-05
142,BTP032 - Windsor Circle,osmnx,unclassified,2,7.0,230.1074737032866,6,5.184565377873143e-05
167,POLICE_STATION::Banaswadi,osmnx,trunk,2,7.0,1880.986976243092,5,0.018267370384352014
168,"BTP170 - Dr. Bheem Rao Palace, Chord Road",osmnx,tertiary,2,7.0,206.62338967211033,4,0.011007530652710096
191,POLICE_STATION::Byatarayanapura,osmnx,secondary,2,7.0,363.8594907712813,4,0.006585878414798844
203,POLICE_STATION::Hulimavu,osmnx,tertiary,2,7.0,33.39937135776843,6,0.003378238341689011
215,"BTP101 - Blood Bank Circle, KH Road",osmnx,tertiary,2,7.0,177.07680250008073,6,0.0018726225338776068
236,POLICE_STATION::Banashankari,osmnx,residential,2,7.0,92.21753703917642,6,0.00011218742959196634
237,POLICE_STATION::Bellandur,osmnx,tertiary,2,7.0,77.04010727066496,6,0.00043072764132497923
238,POLICE_STATION::Mahadevapura,osmnx,tertiary,2,7.0,199.76383396903316,4,0.0019629903773355074
245,POLICE_STATION::Hebbala,osmnx,tertiary,1,3.5,242.76590053078064,4,0.006620055996619459
248,POLICE_STATION::Chikkajala,osmnx,primary,2,7.0,368.0941048418436,4,0.0008316223086878951
256,POLICE_STATION::Hulimavu,osmnx,primary,2,7.0,254.2650504076409,4,0.007809963633376019
271,POLICE_STATION::K.R. Pura,osmnx,tertiary,2,7.0,400.0808385595675,8,0.005107746274477841
274,POLICE_STATION::Ashok Nagar,osmnx,secondary,3,10.5,148.3427004039179,4,0.04173771441098526
280,POLICE_STATION::HAL Old Airport,osmnx,tertiary,2,7.0,449.3305444774743,6,0.00023322498630320713
293,POLICE_STATION::Yeshwanthpura,osmnx,secondary,2,7.0,89.95300201847832,3,0.008006307726302177
308,POLICE_STATION::Mahadevapura,fallback,road,2,7.0,250.0,4,0.0
316,POLICE_STATION::HSR Layout,osmnx,trunk,3,10.5,411.8149519538856,6,0.014968911915858208
318,BTP109 - Dewan Madhava Rao Junction,osmnx,primary,2,7.0,48.34855256346072,3,0.013330318925294652
322,POLICE_STATION::Rajajinagar,osmnx,tertiary,2,7.0,90.01438687191956,6,0.0008392173268702542
