cluster_key,cluster_label,cluster_label_display,week_start,current_week_risk_raw,records_week,severity_sum_week,severity_mean_week,weekly_growth_pct,growth_surge_week,hotspot_age_weeks,road_class,geometry_source,dominant_vehicle_type,layer_b_alert_flag,layer_d_alert_flag,ccs_score,delay_minutes_per_vehicle,criticality_factor,context_multiplier,layer_b_priority_boost,validation_uncertainty,resurgence_score,persistence_score,anomaly_score,rop,tvs,vdi,network_vulnerability_score,spillover_total_score,road_node_betweenness,road_node_degree,road_node_distance_m,neighbor_count,in_neighbor_count,out_neighbor_count,influence_asymmetry,nearby_sensitive_poi_count,current_week_ccs_proxy_score,predicted_next_week_risk_raw,model_predicted_next_week_ccs_score,probability_of_escalation,predicted_escalation_flag,predicted_next_week_ccs_score,future_risk_band,predicted_delta_score,predicted_delta_pct,forecast_week_start,lat,lon,forecast_priority_score,forecast_rank,forecast_recommendation
460,BTP105 - Shivasankara Circle,BTP105 - Shivasankara Circle (Cluster 460),2023-12-04,4.3293803528397525,28,28,1.0,0.0,0.0,1,primary,osmnx,SCOOTER,0,0,0.1096012607812451,60.0,1.3928571428010206,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.570791760925084,4.3438606,5.5938554,0.42609793196121853,0,5.577710846951147,Watch,0.006919086026063503,0.12420291983185697,2023-12-11,12.956830403571429,77.57509123571428,15.640984242572765,422,Routine monitoring
531,BTP172 - Nanjappa Circle,BTP172 - Nanjappa Circle (Cluster 531),2023-11-13,4.456286480045169,40,40,1.0,0.0,0.0,1,residential,osmnx,SCOOTER,0,0,0.1149412189535784,60.0,1.2385738407998692,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.772920893089565,4.282905,5.4967685,0.42609793196121853,0,5.690075167536353,Watch,-0.08284572555321201,-1.4350746714376628,2023-11-20,12.961864695,77.59901637499999,15.627975542604732,423,Routine monitoring
736,POLICE_STATION::Whitefield,POLICE_STATION::Whitefield (Cluster 736),2024-01-01,6.679920066815266,33,117,3.5454545454545454,0.0,0.0,1,primary,osmnx,MOTOR CYCLE,0,0,0.5834050172915238,30.038887689014334,1.157636222058222,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.314602741264716,7.357899,10.394451,0.2514892543355624,0,9.638557261292528,Watch,0.32395452002781155,3.477920948339301,2024-01-08,12.987154854545455,77.73461575454546,15.603501460991252,424,Routine monitoring
701,POLICE_STATION::Banaswadi,POLICE_STATION::Banaswadi (Cluster 701),2024-01-01,7.286488508098673,35,69,1.9714285714285715,0.4583333333142361,0.4583333333142361,2,secondary,osmnx,CAR,0,0,0.4419252645829655,60.0,1.1589566235534174,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.280711749039586,6.688342,9.328016,0.3523346831401189,0,9.994903108666088,Watch,-0.2858086403734976,-2.7800472119296322,2024-01-08,12.99164486779661,77.65267897966102,15.56749204853661,425,Routine monitoring
494,POLICE_STATION::Rajajinagar,POLICE_STATION::Rajajinagar (Cluster 494),2023-12-04,3.996514029257119,17,26,1.5294117647058822,0.0,0.0,1,trunk,osmnx,CAR,0,0,0.098741363620059,60.0,1.235848393954547,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.040620502892501,4.04833,5.12315,0.42609793196121853,0,5.065379313572602,Watch,0.024758810680101107,0.4911857708982792,2023-12-11,13.016540447058825,77.53117730588235,15.563215722423868,426,Routine monitoring
536,POLICE_STATION::HAL Old Airport,POLICE_STATION::HAL Old Airport (Cluster 536),2023-11-13,3.902290424858239,18,23,1.2777777777777777,0.0,0.0,1,tertiary,osmnx,CAR,0,0,0.382859498743697,60.0,1.4046283952715082,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.890546303908182,3.8510234,4.8088913,0.4376438955465953,0,4.866049801651743,Watch,-0.02449650225643918,-0.5008950070026807,2023-11-20,12.93095299469064,77.68571376022265,15.562341767223728,427,Routine monitoring
468,POLICE_STATION::Pulikeshinagar(F.Town),POLICE_STATION::Pulikeshinagar(F.Town) (Cluster 468),2023-12-04,27.77847637871113,30,33,1.1,3.9999999993333333,3.9999999993333333,2,residential,osmnx,SCOOTER,0,0,2.140050363924849,12.00514725215837,1.485570792543189,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.919228232230836,2.9975312,3.449495,0.0,0,31.078308285701535,Watch,-11.8409199465293,-27.58884638415119,2023-12-11,12.999772111111112,77.61094975277778,15.539154142850768,428,Routine monitoring
380,POLICE_STATION::HAL Old Airport,POLICE_STATION::HAL Old Airport (Cluster 380),2023-11-13,4.262331412812792,20,40,2.0,0.0,0.0,1,road,fallback,CAR,0,0,0.1147335049265369,60.0,1.2357142856806125,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4639998797241,4.2367425,5.4232435,0.42609793196121853,0,5.451772972600083,Watch,-0.012226907124016861,-0.22377209719844515,2023-11-20,12.947282725,77.698679835,15.508824445136597,429,Routine monitoring
448,"BTP148 - 17th Main, Doopanahalli Bus Stop","BTP148 - 17th Main, Doopanahalli Bus Stop (Cluster 448)",2023-12-04,8.59502503808382,15,15,1.0,1.49999999975,1.49999999975,2,residential,osmnx,MAXI-CAB,0,0,1.214001226465938,60.0,1.3503467974677483,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.364877100514668,4.7183323,6.190293,0.3413078188896179,0,10.512501820930947,Watch,-1.8523752795837218,-14.980943719665522,2023-12-11,12.959665404761903,77.64565549047619,15.495485477154011,430,Routine monitoring
789,POLICE_STATION::HAL Old Airport,POLICE_STATION::HAL Old Airport (Cluster 789),2023-11-20,4.145287604801668,23,35,1.5217391304347827,0.0,0.0,1,trunk,osmnx,PASSENGER AUTO,0,0,0.1122301549524167,60.0,1.2727900291232126,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.277578909677314,4.400531,5.6841164,0.38501231372356415,0,5.399540145831737,Watch,0.12196123615442289,2.3109315505956243,2023-11-27,12.936522,77.69234467391304,15.469751846167021,431,Routine monitoring
