dispatch_rank,cluster_key,cluster_label,cluster_label_display,zone_name,final_risk_band,future_risk_band,priority_band,priority_score,probability_of_escalation,predicted_next_week_ccs_score,current_week_ccs_proxy_score,predicted_delta_score,predicted_delta_pct,recommended_patrol_count,tow_required,tow_reason,recommended_time_window,recommended_day_name,recommended_shift,enforcement_action,forecast_recommendation,road_class,geometry_source,dominant_vehicle_type,records_week,weekly_growth_pct,validation_uncertainty,repeat_vehicle_count_2plus,chronic_vehicle_count_5plus,vdi,tvs,resurgence_score,persistence_score,criticality_factor,context_multiplier,layer_b_priority_boost,layer_b_alert_flag,nearby_sensitive_poi_count,lane_count,carriageway_width_m,link_length_m,junction_degree,betweenness_centrality,road_node_distance_m,road_node_degree,road_node_betweenness,source_pressure_score,source_pressure_norm,spillover_out_score,spillover_in_score,spillover_total_score,propagation_radius_m,network_pagerank,network_component_id,network_component_size,neighbor_count,in_neighbor_count,out_neighbor_count,influence_asymmetry,network_vulnerability_score,dispatch_notes,lat,lon
397,778,"BTP210 - 50th cross, 12th Main , Rajajinagar","BTP210 - 50th cross, 12th Main , Rajajinagar (Cluster 778)","BTP210 - 50th cross, 12th Main , Rajajinagar (Cluster 778)",Watch,Watch,Watch,10.8268641916231,0.0028553151835997,24.968968054607863,33.7539618312679,-8.784993776660038,-26.02655599456718,0,False,No tow required,07:00-10:00,All Days,Morning,Routine monitoring,Routine monitoring,residential,osmnx,CAR,23,3.59999999928,0.0,,,0.0,0.0,0.0,0.0,1.392918546907369,1.0,0.0,0,0.0,,,,,,0.0,0.0,0.0,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,forecast=24.97 | esc_prob=0.00 | priority=10.8 | patrols=0 | tow=no | window=07:00-10:00,12.988300542857145,77.55568063928571
398,565,BTP074 - Leprosy Hospital Junction,BTP074 - Leprosy Hospital Junction (Cluster 565),BTP074 - Leprosy Hospital Junction (Cluster 565),Watch,Watch,Watch,10.808905654823327,0.0303030312061309,27.19560817601043,38.65160904784654,-11.45600087183611,-29.639130565970547,0,False,No tow required,07:00-10:00,All Days,Morning,Routine monitoring,Routine monitoring,primary,osmnx,SCOOTER,26,7.666666664111111,0.0,,,0.0,0.0,0.0,0.0,1.238329930044096,1.0,0.0,0,0.0,,,,,,0.0,0.0,0.0,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,forecast=27.20 | esc_prob=0.03 | priority=10.8 | patrols=0 | tow=no | window=07:00-10:00,12.975693396100262,77.55850338331433
399,587,POLICE_STATION::Banaswadi,POLICE_STATION::Banaswadi (Cluster 587),POLICE_STATION::Banaswadi (Cluster 587),Watch,Watch,Watch,10.80857720186475,0.4653264085451762,5.49829854945417,5.276568412498006,0.2217301369561646,4.20216549052896,0,False,No tow required,07:00-10:00,All Days,Morning,Routine monitoring,Routine monitoring,primary,osmnx,SCOOTER,9,-0.09999999999,0.0,,,0.0,0.0,0.0,0.0,1.0785714285602042,1.0,0.0,0,0.0,,,,,,0.0,0.0,0.0,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,forecast=5.50 | esc_prob=0.47 | priority=10.8 | patrols=0 | tow=no | window=07:00-10:00,12.993696047368422,77.66240933684212
400,652,POLICE_STATION::Byatarayanapura,POLICE_STATION::Byatarayanapura (Cluster 652),POLICE_STATION::Byatarayanapura (Cluster 652),Watch,Watch,Watch,10.790028120036386,0.321598803003629,5.15813794207731,5.7617539688541655,-0.6036160267768551,-10.47625479905962,0,False,No tow required,07:00-10:00,All Days,Morning,Routine monitoring,Routine monitoring,tertiary,osmnx,LGV,23,0.0,0.0,,,0.0,0.0,0.0,0.0,1.393863487877287,1.0,0.0,0,0.0,,,,,,0.0,0.0,0.0,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,forecast=5.16 | esc_prob=0.32 | priority=10.8 | patrols=0 | tow=no | window=07:00-10:00,12.94986502173913,77.52259360434782
401,698,"BTP001 - 10th Cross, Dr. Rajkumar Road","BTP001 - 10th Cross, Dr. Rajkumar Road (Cluster 698)","BTP001 - 10th Cross, Dr. Rajkumar Road (Cluster 698)",Watch,Watch,Watch,10.770034700575788,0.3869616314768791,5.365159490530068,5.440577681326261,-0.0754181907961939,-1.3862165968365865,0,False,No tow required,07:00-10:00,All Days,Morning,Routine monitoring,Routine monitoring,residential,osmnx,SCOOTER,18,0.0,0.0,,,0.0,0.0,0.0,0.0,1.24690390481041,1.0,0.0,0,0.0,,,,,,0.0,0.0,0.0,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,forecast=5.37 | esc_prob=0.39 | priority=10.8 | patrols=0 | tow=no | window=07:00-10:00,13.004199155555556,77.55334424444443
402,333,POLICE_STATION::Yelahanka,POLICE_STATION::Yelahanka (Cluster 333),POLICE_STATION::Yelahanka (Cluster 333),Watch,Watch,Watch,10.769875176858037,0.4624122381210327,5.52163829471312,5.4639998797241,0.0576384149890198,1.0548758463988388,0,False,No tow required,07:00-10:00,All Days,Morning,Routine monitoring,Routine monitoring,tertiary,osmnx,CAR,20,0.0,0.0,,,0.0,0.0,0.0,0.0,1.0785714285602042,1.0,0.0,0,0.0,,,,,,0.0,0.0,0.0,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,forecast=5.52 | esc_prob=0.46 | priority=10.8 | patrols=0 | tow=no | window=07:00-10:00,13.09719947,77.599387865
403,231,POLICE_STATION::Kamakshipalya,POLICE_STATION::Kamakshipalya (Cluster 231),POLICE_STATION::Kamakshipalya (Cluster 231),Watch,Watch,Watch,10.75320489807196,0.3869616314768791,5.160719879511478,5.207866680116147,-0.0471468006046684,-0.9052996839497434,0,False,No tow required,07:00-10:00,All Days,Morning,Routine monitoring,Routine monitoring,primary,osmnx,SCOOTER,16,0.0,0.0,,,0.0,0.0,0.0,0.0,1.2518087710136991,1.0,0.0,0,0.0,,,,,,0.0,0.0,0.0,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,forecast=5.16 | esc_prob=0.39 | priority=10.8 | patrols=0 | tow=no | window=07:00-10:00,12.98935383125,77.5007601
404,729,POLICE_STATION::Banaswadi,POLICE_STATION::Banaswadi (Cluster 729),POLICE_STATION::Banaswadi (Cluster 729),Watch,Watch,Watch,10.747023729810028,0.3869616314768791,5.544163540512663,5.800451453967239,-0.2562879134545754,-4.418413212218203,0,False,No tow required,07:00-10:00,All Days,Morning,Routine monitoring,Routine monitoring,tertiary,osmnx,CAR,24,0.0,0.0,,,0.0,0.0,0.0,0.0,1.2371760445456306,1.0,0.0,0,0.0,,,,,,0.0,0.0,0.0,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,forecast=5.54 | esc_prob=0.39 | priority=10.7 | patrols=0 | tow=no | window=07:00-10:00,12.9797819375,77.65264607499999
405,278,POLICE_STATION::HAL Old Airport,POLICE_STATION::HAL Old Airport (Cluster 278),POLICE_STATION::HAL Old Airport (Cluster 278),Watch,Watch,Watch,10.746706059865813,0.3869616314768791,5.257187169779821,5.30399771246099,-0.0468105426811682,-0.8825520901407631,0,False,No tow required,07:00-10:00,All Days,Morning,Routine monitoring,Routine monitoring,tertiary,osmnx,CAR,28,0.0,0.0,,,0.0,0.0,0.0,0.0,1.2480102447681958,1.0,0.0,0,0.0,,,,,,0.0,0.0,0.0,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,forecast=5.26 | esc_prob=0.39 | priority=10.7 | patrols=0 | tow=no | window=07:00-10:00,12.936509,77.69272978214285
406,187,"BTP022 - Marenahalli Junction, Vijayanagar","BTP022 - Marenahalli Junction, Vijayanagar (Cluster 187)","BTP022 - Marenahalli Junction, Vijayanagar (Cluster 187)",Watch,Watch,Watch,10.737193373204994,0.0,27.697258676699843,37.91895643531147,-10.22169775861163,-26.956695856807013,0,False,No tow required,07:00-10:00,All Days,Morning,Routine monitoring,Routine monitoring,primary,osmnx,SCOOTER,15,3.9999999986666666,0.0,,,0.0,0.0,0.0,0.0,1.290394215966544,1.0,0.0,0,0.0,,,,,,0.0,0.0,0.0,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,forecast=27.70 | esc_prob=0.00 | priority=10.7 | patrols=0 | tow=no | window=07:00-10:00,12.96874915,77.53645142777778
407,318,BTP109 - Dewan Madhava Rao Junction,BTP109 - Dewan Madhava Rao Junction (Cluster 318),BTP109 - Dewan Madhava Rao Junction (Cluster 318),Watch,Watch,Watch,10.733660765743807,0.3917081778248151,4.964114773421664,5.028068287243699,-0.0639535138220352,-1.2719300963267983,0,False,No tow required,07:00-10:00,All Days,Morning,Routine monitoring,Routine monitoring,primary,osmnx,SCOOTER,16,0.0,0.0,,,0.0,0.0,0.0,0.0,1.245456673450027,1.0,0.0,0,0.0,,,,,,0.0,0.0,0.0,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,forecast=4.96 | esc_prob=0.39 | priority=10.7 | patrols=0 | tow=no | window=07:00-10:00,12.94038320625,77.57297240625
408,766,POLICE_STATION::Bellandur,POLICE_STATION::Bellandur (Cluster 766),POLICE_STATION::Bellandur (Cluster 766),Watch,Watch,Watch,10.716922940004007,0.3319838096698125,8.73686776250554,10.031320981893552,-1.2944532193880125,-12.904115236621855,0,False,No tow required,07:00-10:00,All Days,Morning,Routine monitoring,Routine monitoring,primary,osmnx,SCOOTER,14,0.39999999996,0.0,,,0.0,0.0,0.0,0.0,1.2431776563150885,1.0,0.0,0,0.0,,,,,,0.0,0.0,0.0,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,forecast=8.74 | esc_prob=0.33 | priority=10.7 | patrols=0 | tow=no | window=07:00-10:00,12.913860445833334,77.67783698333334
409,378,POLICE_STATION::Pulikeshinagar(F.Town),POLICE_STATION::Pulikeshinagar(F.Town) (Cluster 378),POLICE_STATION::Pulikeshinagar(F.Town) (Cluster 378),Watch,Watch,Watch,10.71336092207327,0.1899913623929023,5.965912391181043,4.481089525897235,1.4848228652838085,33.13530908881258,0,False,No tow required,07:00-10:00,All Days,Morning,Routine monitoring,Routine monitoring,tertiary,osmnx,SCOOTER,11,-0.7380952380776644,0.0,,,0.0,0.0,0.0,0.0,1.6632330684104224,1.0,0.0,0,0.0,,,,,,0.0,0.0,0.0,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,forecast=5.97 | esc_prob=0.19 | priority=10.7 | patrols=0 | tow=no | window=07:00-10:00,12.99999486037736,77.6110312471698
410,685,POLICE_STATION::HAL Old Airport,POLICE_STATION::HAL Old Airport (Cluster 685),POLICE_STATION::HAL Old Airport (Cluster 685),Watch,Watch,Watch,10.70207391351841,0.3923765271902084,4.772541353446244,4.666708772156919,0.1058325812893254,2.267820565493146,0,False,No tow required,07:00-10:00,All Days,Morning,Routine monitoring,Routine monitoring,tertiary,osmnx,PASSENGER AUTO,16,0.0,0.0,,,0.0,0.0,0.0,0.0,1.2480102447681958,1.0,0.0,0,0.0,,,,,,0.0,0.0,0.0,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,forecast=4.77 | esc_prob=0.39 | priority=10.7 | patrols=0 | tow=no | window=07:00-10:00,12.93669655,77.69283843125
411,141,POLICE_STATION::Rajajinagar,POLICE_STATION::Rajajinagar (Cluster 141),POLICE_STATION::Rajajinagar (Cluster 141),Watch,Watch,Watch,10.688762832209962,0.3851258481542269,5.565457627550835,5.573296134494705,-0.0078385069438704,-0.1406440058684352,0,False,No tow required,07:00-10:00,All Days,Morning,Routine monitoring,Routine monitoring,trunk,osmnx,CAR,24,0.0,0.0,,,0.0,0.0,0.0,0.0,1.2360724763009785,1.0,0.0,0,0.0,,,,,,0.0,0.0,0.0,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,forecast=5.57 | esc_prob=0.39 | priority=10.7 | patrols=0 | tow=no | window=07:00-10:00,13.0175650125,77.53148268333334
412,707,POLICE_STATION::Bellandur,POLICE_STATION::Bellandur (Cluster 707),POLICE_STATION::Bellandur (Cluster 707),Watch,Watch,Watch,10.68604375887465,0.3319838096698125,5.413095125570998,0.7749631532815301,4.638131972289468,598.4970958508976,0,False,No tow required,07:00-10:00,All Days,Morning,Routine monitoring,Routine monitoring,secondary,osmnx,SCOOTER,2,-0.9047619047188208,0.0,,,0.0,0.0,0.0,0.0,1.3940511115355745,1.0,0.0,0,0.0,,,,,,0.0,0.0,0.0,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,forecast=5.41 | esc_prob=0.33 | priority=10.7 | patrols=0 | tow=no | window=07:00-10:00,12.898856291304348,77.67543354347826
413,271,POLICE_STATION::K.R. Pura,POLICE_STATION::K.R. Pura (Cluster 271),POLICE_STATION::K.R. Pura (Cluster 271),Watch,Watch,Watch,10.675708371768176,0.2226256430149078,5.615391566862778,6.024391688775614,-0.4090001219128361,-6.78906922016669,0,False,No tow required,07:00-10:00,All Days,Morning,Routine monitoring,Routine monitoring,tertiary,osmnx,SCOOTER,26,0.0,0.0,,,0.0,0.0,0.0,0.0,1.5838389927370156,1.0,0.0,0,0.0,,,,,,0.0,0.0,0.0,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,forecast=5.62 | esc_prob=0.22 | priority=10.7 | patrols=0 | tow=no | window=07:00-10:00,13.003437761538462,77.72347213846155
414,701,POLICE_STATION::Banaswadi,POLICE_STATION::Banaswadi (Cluster 701),POLICE_STATION::Banaswadi (Cluster 701),Watch,Watch,Watch,10.645963594330174,0.3523346831401189,9.994903108666088,10.280711749039586,-0.2858086403734976,-2.780047211929632,0,False,No tow required,07:00-10:00,All Days,Morning,Routine monitoring,Routine monitoring,secondary,osmnx,CAR,35,0.4583333333142361,0.0,,,0.0,0.0,0.0,0.0,1.1589566235534174,1.0,0.0,0,0.0,,,,,,0.0,0.0,0.0,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,forecast=9.99 | esc_prob=0.35 | priority=10.6 | patrols=0 | tow=no | window=07:00-10:00,12.99164486779661,77.65267897966102
415,583,POLICE_STATION::Halasur,POLICE_STATION::Halasur (Cluster 583),POLICE_STATION::Halasur (Cluster 583),Watch,Watch,Watch,10.63323900763402,0.3319838096698125,4.851238087968665,1.7513012604438647,3.0999368275248003,177.00762831456248,0,False,No tow required,07:00-10:00,All Days,Morning,Routine monitoring,Routine monitoring,tertiary,osmnx,CAR,4,-0.7647058823079584,0.0,,,0.0,0.0,0.0,0.0,1.393721704090059,1.0,0.0,0,0.0,,,,,,0.0,0.0,0.0,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,forecast=4.85 | esc_prob=0.33 | priority=10.6 | patrols=0 | tow=no | window=07:00-10:00,12.972327747619047,77.62596747619048
416,116,POLICE_STATION::HAL Old Airport,POLICE_STATION::HAL Old Airport (Cluster 116),POLICE_STATION::HAL Old Airport (Cluster 116),Watch,Watch,Watch,10.59550466794934,0.4241486142079035,7.4103470432296925,7.814425892423382,-0.4040788491936897,-5.170934560064897,0,False,No tow required,07:00-10:00,All Days,Morning,Routine monitoring,Routine monitoring,tertiary,osmnx,CAR,66,0.0,0.0,,,0.0,0.0,0.0,0.0,1.0785714285602042,1.0,0.0,0,0.0,,,,,,0.0,0.0,0.0,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,forecast=7.41 | esc_prob=0.42 | priority=10.6 | patrols=0 | tow=no | window=07:00-10:00,12.95080218787879,77.69982016666667
417,550,POLICE_STATION::HAL Old Airport,POLICE_STATION::HAL Old Airport (Cluster 550),POLICE_STATION::HAL Old Airport (Cluster 550),Watch,Watch,Watch,10.587480086247085,0.2928475091854731,16.01375227045945,17.67633615323378,-1.6625838827743316,-9.405704147440728,0,False,No tow required,07:00-10:00,All Days,Morning,Routine monitoring,Routine monitoring,residential,osmnx,SCOOTER,141,0.5161290322525147,0.0,,,0.0,0.0,0.0,0.0,1.0785714285602042,1.0,0.0,0,0.0,,,,,,0.0,0.0,0.0,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,forecast=16.01 | esc_prob=0.29 | priority=10.6 | patrols=0 | tow=no | window=07:00-10:00,12.96390462051282,77.71733305213675
418,54,"BTP099 - Cash Pharmacy, Residency Road","BTP099 - Cash Pharmacy, Residency Road (Cluster 54)","BTP099 - Cash Pharmacy, Residency Road (Cluster 54)",Watch,Watch,Watch,10.575264465831284,0.3869616314768791,5.048209839890099,4.983274297813144,0.064935542076955,1.3030697927348818,0,False,No tow required,07:00-10:00,All Days,Morning,Routine monitoring,Routine monitoring,primary,osmnx,SCHOOL VEHICLE,17,0.0,0.0,,,0.0,0.0,0.0,0.0,1.2366598955894967,1.0,0.0,0,0.0,,,,,,0.0,0.0,0.0,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,forecast=5.05 | esc_prob=0.39 | priority=10.6 | patrols=0 | tow=no | window=07:00-10:00,12.968707611764708,77.60151334705881
419,459,POLICE_STATION::Yelahanka,POLICE_STATION::Yelahanka (Cluster 459),POLICE_STATION::Yelahanka (Cluster 459),Watch,Watch,Watch,10.513328916909071,0.1908831919233004,17.155273655383354,20.64898331297092,-3.493709657587562,-16.919523854831873,0,False,No tow required,07:00-10:00,All Days,Morning,Routine monitoring,Routine monitoring,primary,osmnx,MAXI-CAB,22,2.666666666222222,0.0,,,0.0,0.0,0.0,0.0,1.2412238117644712,1.0,0.0,0,0.0,,,,,,0.0,0.0,0.0,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,forecast=17.16 | esc_prob=0.19 | priority=10.5 | patrols=0 | tow=no | window=07:00-10:00,13.121618392857142,77.63114156071428
420,648,"BTP148 - 17th Main, Doopanahalli Bus Stop","BTP148 - 17th Main, Doopanahalli Bus Stop (Cluster 648)","BTP148 - 17th Main, Doopanahalli Bus Stop (Cluster 648)",Watch,Watch,Watch,10.494621946674433,0.2771431704362233,5.7644894593310365,6.239863667225839,-0.4753742078948022,-7.618342854435535,0,False,No tow required,07:00-10:00,All Days,Morning,Routine monitoring,Routine monitoring,primary,osmnx,CAR,20,0.0,0.0,,,0.0,0.0,0.0,0.0,1.4397534629811726,1.0,0.0,0,0.0,,,,,,0.0,0.0,0.0,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,forecast=5.76 | esc_prob=0.28 | priority=10.5 | patrols=0 | tow=no | window=07:00-10:00,12.96650733,77.64158729
421,564,POLICE_STATION::Jeevanbheemanagar,POLICE_STATION::Jeevanbheemanagar (Cluster 564),POLICE_STATION::Jeevanbheemanagar (Cluster 564),Watch,Watch,Watch,10.46623044605381,0.0653940762082735,18.531649803879368,23.99979431254879,-5.468144508669422,-22.784130718913904,0,False,No tow required,07:00-10:00,All Days,Morning,Routine monitoring,Routine monitoring,tertiary,osmnx,CAR,18,2.59999999948,0.0,,,0.0,0.0,0.0,0.0,1.449452113653696,1.0,0.0,0,0.0,,,,,,0.0,0.0,0.0,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,forecast=18.53 | esc_prob=0.07 | priority=10.5 | patrols=0 | tow=no | window=07:00-10:00,12.970572382608694,77.6461033826087
422,450,POLICE_STATION::Yeshwanthpura,POLICE_STATION::Yeshwanthpura (Cluster 450),POLICE_STATION::Yeshwanthpura (Cluster 450),Watch,Watch,Watch,10.461172139350582,0.3646653890609741,6.027849016418983,5.018569960240707,1.0092790561782763,20.11088943609664,0,False,No tow required,07:00-10:00,All Days,Morning,Routine monitoring,Routine monitoring,trunk,osmnx,CAR,15,-0.374999999984375,0.0,,,0.0,0.0,0.0,0.0,1.2489718453297758,1.0,0.0,0,0.0,,,,,,0.0,0.0,0.0,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,forecast=6.03 | esc_prob=0.36 | priority=10.5 | patrols=0 | tow=no | window=07:00-10:00,13.028884464102564,77.53944665897436
423,743,POLICE_STATION::Jeevanbheemanagar,POLICE_STATION::Jeevanbheemanagar (Cluster 743),POLICE_STATION::Jeevanbheemanagar (Cluster 743),Watch,Watch,Watch,10.455842074423497,0.1323467840751012,9.413492344715486,11.02441794375336,-1.6109255990378737,-14.612341505108942,0,False,No tow required,07:00-10:00,All Days,Morning,Routine monitoring,Routine monitoring,residential,osmnx,CAR,40,0.0,0.0,,,0.0,0.0,0.0,0.0,1.6251181164384956,1.0,0.0,0,0.0,,,,,,0.0,0.0,0.0,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,forecast=9.41 | esc_prob=0.13 | priority=10.5 | patrols=0 | tow=no | window=07:00-10:00,12.970927981261353,77.64723041842696
424,663,"BTP001 - 10th Cross, Dr. Rajkumar Road","BTP001 - 10th Cross, Dr. Rajkumar Road (Cluster 663)","BTP001 - 10th Cross, Dr. Rajkumar Road (Cluster 663)",Watch,Watch,Watch,10.455735371492239,0.0830140486359596,23.063645415485325,30.61779091043192,-7.554145494946592,-24.67240538939752,0,False,No tow required,07:00-10:00,All Days,Morning,Routine monitoring,Routine monitoring,secondary,osmnx,CAR,15,3.9999999986666666,0.0,,,0.0,0.0,0.0,0.0,1.2481494700509927,1.0,0.0,0,0.0,,,,,,0.0,0.0,0.0,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,forecast=23.06 | esc_prob=0.08 | priority=10.5 | patrols=0 | tow=no | window=07:00-10:00,13.004348772222222,77.5535214611111
425,19,"BTP001 - 10th Cross, Dr. Rajkumar Road","BTP001 - 10th Cross, Dr. Rajkumar Road (Cluster 19)","BTP001 - 10th Cross, Dr. Rajkumar Road (Cluster 19)",Watch,Watch,Watch,10.436141584588762,0.2415654609600702,14.954950379914326,11.712581702053946,3.24236867786038,27.682783864935285,0,False,No tow required,07:00-10:00,All Days,Morning,Routine monitoring,Routine monitoring,secondary,osmnx,CAR,136,-0.5054545454527074,0.0,,,0.0,0.0,0.0,0.0,1.247153814722715,1.0,0.0,0,0.0,,,,,,0.0,0.0,0.0,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,forecast=14.95 | esc_prob=0.24 | priority=10.4 | patrols=0 | tow=no | window=07:00-10:00,13.010220852010905,77.55368339362644
426,487,POLICE_STATION::Jeevanbheemanagar,POLICE_STATION::Jeevanbheemanagar (Cluster 487),POLICE_STATION::Jeevanbheemanagar (Cluster 487),Watch,Watch,Watch,10.433473181947033,0.2790924881895383,5.929846963114991,6.273041260849086,-0.3431942977340956,-5.470939587490187,0,False,No tow required,07:00-10:00,All Days,Morning,Routine monitoring,Routine monitoring,tertiary,osmnx,CAR,19,0.0,0.0,,,0.0,0.0,0.0,0.0,1.424537610711496,1.0,0.0,0,0.0,,,,,,0.0,0.0,0.0,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,forecast=5.93 | esc_prob=0.28 | priority=10.4 | patrols=0 | tow=no | window=07:00-10:00,12.970372742105264,77.64691428421054
427,483,BTP009 - Prakash Nagar Junction,BTP009 - Prakash Nagar Junction (Cluster 483),BTP009 - Prakash Nagar Junction (Cluster 483),Watch,Watch,Watch,10.431137707655186,0.1538461595773697,10.180399745994702,11.636100011629573,-1.455700265634869,-12.510207578612109,0,False,No tow required,07:00-10:00,All Days,Morning,Routine monitoring,Routine monitoring,residential,osmnx,SCOOTER,55,0.0,0.0,,,0.0,0.0,0.0,0.0,1.5522907142221514,1.0,0.0,0,0.0,,,,,,0.0,0.0,0.0,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,forecast=10.18 | esc_prob=0.15 | priority=10.4 | patrols=0 | tow=no | window=07:00-10:00,12.9926327,77.55824976727271
428,167,POLICE_STATION::Banaswadi,POLICE_STATION::Banaswadi (Cluster 167),POLICE_STATION::Banaswadi (Cluster 167),Watch,Watch,Watch,10.420283057447886,0.277335911989212,5.775399817272849,5.690977421892296,0.0844223953805531,1.4834428096825525,0,False,No tow required,07:00-10:00,All Days,Morning,Routine monitoring,Routine monitoring,trunk,osmnx,PASSENGER AUTO,31,0.0,0.0,,,0.0,0.0,0.0,0.0,1.435307664427438,1.0,0.0,0,0.0,,,,,,0.0,0.0,0.0,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,forecast=5.78 | esc_prob=0.28 | priority=10.4 | patrols=0 | tow=no | window=07:00-10:00,13.000624403225808,77.67700862580645
429,666,"BTP148 - 17th Main, Doopanahalli Bus Stop","BTP148 - 17th Main, Doopanahalli Bus Stop (Cluster 666)","BTP148 - 17th Main, Doopanahalli Bus Stop (Cluster 666)",Watch,Watch,Watch,10.419716745355442,0.3319838096698125,4.233078338097981,0.6624041304580518,3.5706742076399287,539.0476958198213,0,False,No tow required,07:00-10:00,All Days,Morning,Routine monitoring,Routine monitoring,residential,osmnx,MAXI-CAB,1,-0.941176470532872,0.0,,,0.0,0.0,0.0,0.0,1.3937099776114164,1.0,0.0,0,0.0,,,,,,0.0,0.0,0.0,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,forecast=4.23 | esc_prob=0.33 | priority=10.4 | patrols=0 | tow=no | window=07:00-10:00,12.959237128058865,77.64531712304625
430,703,BTP058 - Subbanna Junction,BTP058 - Subbanna Junction (Cluster 703),BTP058 - Subbanna Junction (Cluster 703),Watch,Watch,Watch,10.4074285409746,0.3319838096698125,6.569142098850415,3.289356021123848,3.279786077726567,99.70906328372745,0,False,No tow required,07:00-10:00,All Days,Morning,Routine monitoring,Routine monitoring,secondary,osmnx,CAR,4,-0.749999999953125,0.0,,,0.0,0.0,0.0,0.0,1.315327238753012,1.0,0.0,0,0.0,,,,,,0.0,0.0,0.0,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,forecast=6.57 | esc_prob=0.33 | priority=10.4 | patrols=0 | tow=no | window=07:00-10:00,12.983557215,77.577222395
431,214,POLICE_STATION::Mahadevapura,POLICE_STATION::Mahadevapura (Cluster 214),POLICE_STATION::Mahadevapura (Cluster 214),Watch,Watch,Watch,10.394787454597717,0.3016524190704028,9.864475650278276,11.396953541164663,-1.532477890886387,-13.446381835433174,0,False,No tow required,07:00-10:00,All Days,Morning,Routine monitoring,Routine monitoring,road,fallback,PASSENGER AUTO,39,0.6249999999739584,0.0,,,0.0,0.0,0.0,0.0,1.2357142856806125,1.0,0.0,0,0.0,,,,,,0.0,0.0,0.0,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,forecast=9.86 | esc_prob=0.30 | priority=10.4 | patrols=0 | tow=no | window=07:00-10:00,13.000515276190477,77.67714484126985
432,731,POLICE_STATION::Shivajinagar,POLICE_STATION::Shivajinagar (Cluster 731),POLICE_STATION::Shivajinagar (Cluster 731),Watch,Watch,Watch,10.382439881348818,0.2771431704362233,5.7363679445631375,6.154961046270965,-0.4185931017078275,-6.800905781417196,0,False,No tow required,07:00-10:00,All Days,Morning,Routine monitoring,Routine monitoring,residential,osmnx,CAR,15,0.0,0.0,,,0.0,0.0,0.0,0.0,1.4287221033344202,1.0,0.0,0,0.0,,,,,,0.0,0.0,0.0,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,forecast=5.74 | esc_prob=0.28 | priority=10.4 | patrols=0 | tow=no | window=07:00-10:00,12.989439493333332,77.59914234666667
433,336,POLICE_STATION::Pulikeshinagar(F.Town),POLICE_STATION::Pulikeshinagar(F.Town) (Cluster 336),POLICE_STATION::Pulikeshinagar(F.Town) (Cluster 336),Watch,Watch,Watch,10.329043451871717,0.2771431704362233,6.660748822415632,7.116725931458193,-0.4559771090425606,-6.407119135541324,0,False,No tow required,07:00-10:00,All Days,Morning,Routine monitoring,Routine monitoring,residential,osmnx,SCOOTER,18,0.0,0.0,,,0.0,0.0,0.0,0.0,1.3929750472135578,1.0,0.0,0,0.0,,,,,,0.0,0.0,0.0,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,forecast=6.66 | esc_prob=0.28 | priority=10.3 | patrols=0 | tow=no | window=07:00-10:00,13.000584722222222,77.62178509444443
