dispatch_rank,cluster_key,cluster_label,cluster_label_display,zone_name,final_risk_band,future_risk_band,priority_band,priority_score,probability_of_escalation,predicted_next_week_ccs_score,current_week_ccs_proxy_score,predicted_delta_score,predicted_delta_pct,recommended_patrol_count,tow_required,tow_reason,recommended_time_window,recommended_day_name,recommended_shift,enforcement_action,forecast_recommendation,road_class,geometry_source,dominant_vehicle_type,records_week,weekly_growth_pct,validation_uncertainty,repeat_vehicle_count_2plus,chronic_vehicle_count_5plus,vdi,tvs,resurgence_score,persistence_score,criticality_factor,context_multiplier,layer_b_priority_boost,layer_b_alert_flag,nearby_sensitive_poi_count,lane_count,carriageway_width_m,link_length_m,junction_degree,betweenness_centrality,road_node_distance_m,road_node_degree,road_node_betweenness,source_pressure_score,source_pressure_norm,spillover_out_score,spillover_in_score,spillover_total_score,propagation_radius_m,network_pagerank,network_component_id,network_component_size,neighbor_count,in_neighbor_count,out_neighbor_count,influence_asymmetry,network_vulnerability_score,dispatch_notes,lat,lon
142,775,POLICE_STATION::Sheshadripuram,POLICE_STATION::Sheshadripuram (Cluster 775),POLICE_STATION::Sheshadripuram (Cluster 775),Watch,Watch,Watch,16.14152020583921,0.0,38.99125405645587,53.239615799362014,-14.24836174290614,-26.76270579475004,0,False,No tow required,07:00-10:00,All Days,Morning,Routine monitoring,Routine monitoring,secondary,osmnx,CAR,23,6.666666664444445,0.0,,,0.0,0.0,0.0,0.0,1.493670745737908,1.0,0.0,0,0.0,,,,,,0.0,0.0,0.0,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,forecast=38.99 | esc_prob=0.00 | priority=16.1 | patrols=0 | tow=no | window=07:00-10:00,12.987291130769233,77.57399528846153
143,30,POLICE_STATION::HSR Layout,POLICE_STATION::HSR Layout (Cluster 30),POLICE_STATION::HSR Layout (Cluster 30),Watch,Watch,Watch,15.920188462179343,0.0810647308826446,35.25482560584709,48.76713781966716,-13.512312213820074,-27.707822967813488,0,False,No tow required,07:00-10:00,All Days,Morning,Routine monitoring,Routine monitoring,tertiary,osmnx,CAR,34,7.499999998125,0.0,,,0.0,0.0,0.0,0.0,1.4179946620461392,1.0,0.0,0,0.0,,,,,,0.0,0.0,0.0,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,forecast=35.25 | esc_prob=0.08 | priority=15.9 | patrols=0 | tow=no | window=07:00-10:00,12.892326886490416,77.6378391755341
144,528,POLICE_STATION::Thalagattapura,POLICE_STATION::Thalagattapura (Cluster 528),POLICE_STATION::Thalagattapura (Cluster 528),Watch,Watch,Watch,15.903653201838155,0.0,39.07898109198317,54.3977289574587,-15.31874786547553,-28.160638612641023,0,False,No tow required,07:00-10:00,All Days,Morning,Routine monitoring,Routine monitoring,tertiary,osmnx,SCOOTER,20,18.999999981,0.0,,,0.0,0.0,0.0,0.0,1.4559270487429234,1.0,0.0,0,0.0,,,,,,0.0,0.0,0.0,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,forecast=39.08 | esc_prob=0.00 | priority=15.9 | patrols=0 | tow=no | window=07:00-10:00,12.888092295238096,77.56215407619048
145,49,BTP074 - Leprosy Hospital Junction,BTP074 - Leprosy Hospital Junction (Cluster 49),BTP074 - Leprosy Hospital Junction (Cluster 49),Watch,Watch,Watch,15.862467525464014,0.6112831234931946,8.036486931444074,7.596374267340934,0.4401126641031396,5.793720116416292,0,False,No tow required,07:00-10:00,All Days,Morning,Routine monitoring,Routine monitoring,primary,osmnx,SCOOTER,28,-0.6888888888812346,0.0,,,0.0,0.0,0.0,0.0,1.2393827546175291,1.0,0.0,0,0.0,,,,,,0.0,0.0,0.0,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,forecast=8.04 | esc_prob=0.61 | priority=15.9 | patrols=0 | tow=no | window=07:00-10:00,12.975695475185145,77.55977060421306
146,147,POLICE_STATION::Banaswadi,POLICE_STATION::Banaswadi (Cluster 147),POLICE_STATION::Banaswadi (Cluster 147),Watch,Watch,Watch,15.856263843462976,0.0653907507658004,34.65171296559011,47.667956317638144,-13.016243352048036,-27.30606545210476,0,False,No tow required,07:00-10:00,All Days,Morning,Routine monitoring,Routine monitoring,trunk,osmnx,CAR,27,4.39999999912,0.0,,,0.0,0.0,0.0,0.0,1.468379804165494,1.0,0.0,0,0.0,,,,,,0.0,0.0,0.0,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,forecast=34.65 | esc_prob=0.07 | priority=15.9 | patrols=0 | tow=no | window=07:00-10:00,12.996292109375,77.668497134375
147,756,POLICE_STATION::HAL Old Airport,POLICE_STATION::HAL Old Airport (Cluster 756),POLICE_STATION::HAL Old Airport (Cluster 756),Moderate,Moderate,Watch,15.849077005204865,0.0459770113229751,41.60469451291239,56.543689800768746,-14.938995287856358,-26.42026960078055,0,False,No tow required,07:00-10:00,All Days,Morning,Peak-window checks,Monitor and schedule peak-window checks,tertiary,osmnx,CAR,59,57.999999942,0.0,,,0.0,0.0,0.0,0.0,1.2720687147694618,1.0,0.0,0,0.0,,,,,,0.0,0.0,0.0,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,forecast=41.60 | esc_prob=0.05 | priority=15.8 | patrols=0 | tow=no | window=07:00-10:00,12.958595678333332,77.66816897
148,762,POLICE_STATION::Kodigehalli,POLICE_STATION::Kodigehalli (Cluster 762),POLICE_STATION::Kodigehalli (Cluster 762),Moderate,Moderate,Watch,15.736930891572035,0.0,44.233058778396654,61.39494840297161,-17.161889624574954,-27.95326011458096,0,False,No tow required,07:00-10:00,All Days,Morning,Peak-window checks,Monitor and schedule peak-window checks,trunk,osmnx,SCOOTER,37,35.999999964,0.0,,,0.0,0.0,0.0,0.0,1.257842364088547,1.0,0.0,0,0.0,,,,,,0.0,0.0,0.0,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,forecast=44.23 | esc_prob=0.00 | priority=15.7 | patrols=0 | tow=no | window=07:00-10:00,13.047442221052632,77.5754682
149,87,"BTP070 - Cholurpalya Junction, Magadi Road","BTP070 - Cholurpalya Junction, Magadi Road (Cluster 87)","BTP070 - Cholurpalya Junction, Magadi Road (Cluster 87)",Watch,Watch,Watch,15.703395923228419,0.4534265796343485,14.463592529296877,0.0,14.463592529296877,1446359252929.6875,0,False,No tow required,07:00-10:00,All Days,Morning,Routine monitoring,Routine monitoring,residential,osmnx,SCOOTER,1,-0.987654320975461,0.0,,,0.0,0.0,0.0,0.0,1.4738777290408374,1.0,0.0,0,0.0,,,,,,0.0,0.0,0.0,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,forecast=14.46 | esc_prob=0.45 | priority=15.7 | patrols=0 | tow=no | window=07:00-10:00,12.973666373170731,77.55122360853659
150,321,POLICE_STATION::Ashok Nagar,POLICE_STATION::Ashok Nagar (Cluster 321),POLICE_STATION::Ashok Nagar (Cluster 321),Watch,Watch,Watch,15.629369673825616,0.0303030312061309,30.25975660359089,41.99450505170403,-11.73474844811314,-27.94353316793655,0,False,No tow required,07:00-10:00,All Days,Morning,Routine monitoring,Routine monitoring,secondary,osmnx,SCOOTER,18,4.999999998333333,0.0,,,0.0,0.0,0.0,0.0,1.6705310184045403,1.0,0.0,0,0.0,,,,,,0.0,0.0,0.0,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,forecast=30.26 | esc_prob=0.03 | priority=15.6 | patrols=0 | tow=no | window=07:00-10:00,12.97326211904762,77.6071335047619
151,712,"BTP190 - 36th Cross, 4th Main, Jayanagar","BTP190 - 36th Cross, 4th Main, Jayanagar (Cluster 712)","BTP190 - 36th Cross, 4th Main, Jayanagar (Cluster 712)",Watch,Watch,Watch,15.535564986233355,0.497131069501241,4.885539525115298,4.749387936029841,0.1361515890854576,2.86671863597236,0,False,No tow required,07:00-10:00,All Days,Morning,Routine monitoring,Routine monitoring,tertiary,osmnx,SCOOTER,23,0.0,0.0,,,0.0,0.0,0.0,0.0,1.550245829555525,1.0,0.0,0,0.0,,,,,,0.0,0.0,0.0,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,forecast=4.89 | esc_prob=0.50 | priority=15.5 | patrols=0 | tow=no | window=07:00-10:00,12.922509995652174,77.58073721304348
152,519,POLICE_STATION::Banaswadi,POLICE_STATION::Banaswadi (Cluster 519),POLICE_STATION::Banaswadi (Cluster 519),Watch,Watch,Watch,15.46636798537116,0.497131069501241,4.6836784697795295,4.400917782276072,0.2827606875034574,6.425039081120223,0,False,No tow required,07:00-10:00,All Days,Morning,Routine monitoring,Routine monitoring,tertiary,osmnx,SCOOTER,19,0.0,0.0,,,0.0,0.0,0.0,0.0,1.5502428446336889,1.0,0.0,0,0.0,,,,,,0.0,0.0,0.0,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,forecast=4.68 | esc_prob=0.50 | priority=15.5 | patrols=0 | tow=no | window=07:00-10:00,13.00349817368421,77.66278950526315
153,232,BTP032 - Windsor Circle,BTP032 - Windsor Circle (Cluster 232),BTP032 - Windsor Circle (Cluster 232),Watch,Watch,Watch,15.465204142777504,0.4534265796343485,13.719126618638905,8.873497436068268,4.845629182570635,54.6078839480861,0,False,No tow required,07:00-10:00,All Days,Morning,Routine monitoring,Routine monitoring,residential,osmnx,SCOOTER,82,-0.369230769227929,0.0,,,0.0,0.0,0.0,0.0,1.3934788593777991,1.0,0.0,0,0.0,,,,,,0.0,0.0,0.0,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,forecast=13.72 | esc_prob=0.45 | priority=15.5 | patrols=0 | tow=no | window=07:00-10:00,12.99203542695652,77.58888548869565
154,753,POLICE_STATION::Hulimavu,POLICE_STATION::Hulimavu (Cluster 753),POLICE_STATION::Hulimavu (Cluster 753),Watch,Watch,Watch,15.446285494525025,0.1376518259445826,28.735737546515757,39.49400811001274,-10.758270563496987,-27.240260176320497,0,False,No tow required,07:00-10:00,All Days,Morning,Routine monitoring,Routine monitoring,tertiary,osmnx,FACTORY BUS,17,4.666666665111111,0.0,,,0.0,0.0,0.0,0.0,1.4730414951963853,1.0,0.0,0,0.0,,,,,,0.0,0.0,0.0,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,forecast=28.74 | esc_prob=0.14 | priority=15.4 | patrols=0 | tow=no | window=07:00-10:00,12.880726725,77.64486862999999
155,138,"BTP070 - Cholurpalya Junction, Magadi Road","BTP070 - Cholurpalya Junction, Magadi Road (Cluster 138)","BTP070 - Cholurpalya Junction, Magadi Road (Cluster 138)",Watch,Watch,Watch,15.438110308446646,0.4644155899683634,9.331580048158404,8.549782999008379,0.7817970491500255,9.144057213490203,0,False,No tow required,07:00-10:00,All Days,Morning,Routine monitoring,Routine monitoring,residential,osmnx,SCOOTER,72,-0.4666666666632099,0.0,,,0.0,0.0,0.0,0.0,1.4738777290408374,1.0,0.0,0,0.0,,,,,,0.0,0.0,0.0,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,forecast=9.33 | esc_prob=0.46 | priority=15.4 | patrols=0 | tow=no | window=07:00-10:00,12.97358562225,77.55106776925
156,186,POLICE_STATION::R.T. Nagar,POLICE_STATION::R.T. Nagar (Cluster 186),POLICE_STATION::R.T. Nagar (Cluster 186),Moderate,Moderate,Watch,15.405638824443994,0.0303030312061309,42.02219266523878,58.39601335681564,-16.37382069157686,-28.03927828300185,0,False,No tow required,07:00-10:00,All Days,Morning,Peak-window checks,Monitor and schedule peak-window checks,tertiary,osmnx,CAR,28,5.9999999985,0.0,,,0.0,0.0,0.0,0.0,1.232278669959791,1.0,0.0,0,0.0,,,,,,0.0,0.0,0.0,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,forecast=42.02 | esc_prob=0.03 | priority=15.4 | patrols=0 | tow=no | window=07:00-10:00,13.02391476875,77.5850286625
157,376,BTP042 - Minsk Square Junction (CTO),BTP042 - Minsk Square Junction (CTO) (Cluster 376),BTP042 - Minsk Square Junction (CTO) (Cluster 376),Watch,Watch,Watch,15.376749186326514,0.4485900600751241,16.562174941491538,0.6624041304580518,15.899770811033486,2400.312748055433,0,False,No tow required,07:00-10:00,All Days,Morning,Routine monitoring,Routine monitoring,residential,osmnx,SCOOTER,1,-0.9843749999846192,0.0,,,0.0,0.0,0.0,0.0,1.3928899769412209,1.0,0.0,0,0.0,,,,,,0.0,0.0,0.0,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,forecast=16.56 | esc_prob=0.45 | priority=15.4 | patrols=0 | tow=no | window=07:00-10:00,12.981212584615385,77.59850144307691
158,409,POLICE_STATION::Electronic City,POLICE_STATION::Electronic City (Cluster 409),POLICE_STATION::Electronic City (Cluster 409),Moderate,Moderate,Watch,15.372312396019023,0.0303030312061309,42.19028271399963,57.01660610895822,-14.826323394958592,-26.003517933644783,0,False,No tow required,07:00-10:00,All Days,Morning,Peak-window checks,Monitor and schedule peak-window checks,residential,osmnx,MOTOR CYCLE,56,8.333333331944445,0.0,,,0.0,0.0,0.0,0.0,1.235756927421132,1.0,0.0,0,0.0,,,,,,0.0,0.0,0.0,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,forecast=42.19 | esc_prob=0.03 | priority=15.4 | patrols=0 | tow=no | window=07:00-10:00,12.841874812903225,77.6460336467742
159,535,BTP192 - Urvashi Theater,BTP192 - Urvashi Theater (Cluster 535),BTP192 - Urvashi Theater (Cluster 535),Watch,Watch,Watch,15.347675845525103,0.497131069501241,4.856852419476342,4.7753371274196414,0.0815152920567001,1.707006015796773,0,False,No tow required,07:00-10:00,All Days,Morning,Routine monitoring,Routine monitoring,primary,osmnx,CAR,14,0.0,0.0,,,0.0,0.0,0.0,0.0,1.529968733146286,1.0,0.0,0,0.0,,,,,,0.0,0.0,0.0,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,forecast=4.86 | esc_prob=0.50 | priority=15.3 | patrols=0 | tow=no | window=07:00-10:00,12.955277935714289,77.5856366
160,428,POLICE_STATION::Bellandur,POLICE_STATION::Bellandur (Cluster 428),POLICE_STATION::Bellandur (Cluster 428),Watch,Watch,Watch,15.28876150151944,0.5888989567756653,7.371334782957993,8.207583892515673,-0.8362491095576807,-10.188736666077231,0,False,No tow required,07:00-10:00,All Days,Morning,Routine monitoring,Routine monitoring,road,fallback,CAR,12,0.3333333332962963,0.0,,,0.0,0.0,0.0,0.0,1.2357142856806125,1.0,0.0,0,0.0,,,,,,0.0,0.0,0.0,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,forecast=7.37 | esc_prob=0.59 | priority=15.3 | patrols=0 | tow=no | window=07:00-10:00,12.921056523809526,77.66524861428572
161,798,BTP063 - Siddalingaiah Circle,BTP063 - Siddalingaiah Circle (Cluster 798),BTP063 - Siddalingaiah Circle (Cluster 798),Watch,Watch,Watch,15.267019886151648,0.4767801960309346,5.113159063773484,5.387553594392156,-0.2743945306186717,-5.093119275014817,0,False,No tow required,07:00-10:00,All Days,Morning,Routine monitoring,Routine monitoring,residential,osmnx,SCOOTER,15,0.0,0.0,,,0.0,0.0,0.0,0.0,1.5543260044971603,1.0,0.0,0,0.0,,,,,,0.0,0.0,0.0,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,forecast=5.11 | esc_prob=0.48 | priority=15.3 | patrols=0 | tow=no | window=07:00-10:00,12.971405866666666,77.59773854666668
162,335,BTP048 - Shanthala Junction,BTP048 - Shanthala Junction (Cluster 335),BTP048 - Shanthala Junction (Cluster 335),Watch,Watch,Watch,15.246065729265974,0.0,37.22182622934214,51.94092145682562,-14.71909522748348,-28.33814806199562,0,False,No tow required,07:00-10:00,All Days,Morning,Routine monitoring,Routine monitoring,primary,osmnx,PASSENGER AUTO,27,25.999999974,0.0,,,0.0,0.0,0.0,0.0,1.447517303303328,1.0,0.0,0,0.0,,,,,,0.0,0.0,0.0,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,forecast=37.22 | esc_prob=0.00 | priority=15.2 | patrols=0 | tow=no | window=07:00-10:00,12.976819435714289,77.57082801785714
163,12,POLICE_STATION::Banashankari,POLICE_STATION::Banashankari (Cluster 12),POLICE_STATION::Banashankari (Cluster 12),Watch,Watch,Watch,15.149839841294572,0.0459770113229751,35.52295292729303,49.92319337121312,-14.40024044392009,-28.84479030929772,0,False,No tow required,07:00-10:00,All Days,Morning,Routine monitoring,Routine monitoring,residential,osmnx,SCOOTER,29,13.49999999325,0.0,,,0.0,0.0,0.0,0.0,1.39360038833828,1.0,0.0,0,0.0,,,,,,0.0,0.0,0.0,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,forecast=35.52 | esc_prob=0.05 | priority=15.1 | patrols=0 | tow=no | window=07:00-10:00,12.935002870967743,77.53645193225806
164,128,BTP020 - Hosahalli Metro Station,BTP020 - Hosahalli Metro Station (Cluster 128),BTP020 - Hosahalli Metro Station (Cluster 128),Watch,Watch,Watch,15.130929440991908,0.4767801960309346,14.816589536198055,14.278549724999037,0.5380398111990203,3.7681684871631806,0,False,No tow required,07:00-10:00,All Days,Morning,Routine monitoring,Routine monitoring,road,fallback,SCOOTER,369,0.0,0.0,,,0.0,0.0,0.0,0.0,1.2357142856806125,1.0,0.0,0,0.0,,,,,,0.0,0.0,0.0,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,forecast=14.82 | esc_prob=0.48 | priority=15.1 | patrols=0 | tow=no | window=07:00-10:00,12.97445318807588,77.54586688075881
165,75,POLICE_STATION::Sheshadripuram,POLICE_STATION::Sheshadripuram (Cluster 75),POLICE_STATION::Sheshadripuram (Cluster 75),Watch,Watch,Watch,15.12842107605114,0.0,37.76297899636822,53.007082583694185,-15.244103587325966,-28.75861647916407,0,False,No tow required,07:00-10:00,All Days,Morning,Routine monitoring,Routine monitoring,residential,osmnx,SCOOTER,29,13.49999999325,0.0,,,0.0,0.0,0.0,0.0,1.4129749349778669,1.0,0.0,0,0.0,,,,,,0.0,0.0,0.0,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,forecast=37.76 | esc_prob=0.00 | priority=15.1 | patrols=0 | tow=no | window=07:00-10:00,12.989603558064516,77.57334065806451
166,236,POLICE_STATION::Banashankari,POLICE_STATION::Banashankari (Cluster 236),POLICE_STATION::Banashankari (Cluster 236),Watch,Watch,Watch,15.063054186251835,0.1675686786572138,28.17839199223705,37.67061119304651,-9.492219200809464,-25.197943170907784,0,False,No tow required,07:00-10:00,All Days,Morning,Routine monitoring,Routine monitoring,residential,osmnx,SCOOTER,17,15.999999984,0.0,,,0.0,0.0,0.0,0.0,1.39360038833828,1.0,0.0,0,0.0,,,,,,0.0,0.0,0.0,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,forecast=28.18 | esc_prob=0.17 | priority=15.1 | patrols=0 | tow=no | window=07:00-10:00,12.934945572222222,77.53664699444444
167,27,POLICE_STATION::Malleshwaram,POLICE_STATION::Malleshwaram (Cluster 27),POLICE_STATION::Malleshwaram (Cluster 27),Watch,Watch,Watch,15.013738486105149,0.4049284160137176,12.662888141157298,8.45239120960529,4.210496931552008,49.81426943737602,0,False,No tow required,07:00-10:00,All Days,Morning,Routine monitoring,Routine monitoring,residential,osmnx,CAR,27,-0.8846153846116043,0.0,,,0.0,0.0,0.0,0.0,1.477901587572128,1.0,0.0,0,0.0,,,,,,0.0,0.0,0.0,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,forecast=12.66 | esc_prob=0.40 | priority=15.0 | patrols=0 | tow=no | window=07:00-10:00,13.006679506671448,77.57050446886657
168,97,BTP048 - Shanthala Junction,BTP048 - Shanthala Junction (Cluster 97),BTP048 - Shanthala Junction (Cluster 97),Watch,Watch,Watch,15.005413482427283,0.4441025704145431,10.371211962626989,8.304890843695988,2.0663211189309987,24.88077396285922,0,False,No tow required,07:00-10:00,All Days,Morning,Routine monitoring,Routine monitoring,primary,osmnx,PASSENGER AUTO,59,-0.1917808219151811,0.0,,,0.0,0.0,0.0,0.0,1.447517303303328,1.0,0.0,0,0.0,,,,,,0.0,0.0,0.0,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,forecast=10.37 | esc_prob=0.44 | priority=15.0 | patrols=0 | tow=no | window=07:00-10:00,12.976944883783784,77.57076306554055
169,81,POLICE_STATION::Jnanabharathi,POLICE_STATION::Jnanabharathi (Cluster 81),POLICE_STATION::Jnanabharathi (Cluster 81),Watch,Watch,Watch,14.979751061500341,0.4644155899683634,15.242775783859276,6.947946358184846,8.294829425674429,119.38534060081032,0,False,No tow required,07:00-10:00,All Days,Morning,Routine monitoring,Routine monitoring,secondary,osmnx,CAR,12,-0.4999999999791666,0.0,,,0.0,0.0,0.0,0.0,1.2951500492867165,1.0,0.0,0,0.0,,,,,,0.0,0.0,0.0,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,forecast=15.24 | esc_prob=0.46 | priority=15.0 | patrols=0 | tow=no | window=07:00-10:00,12.960943275675676,77.51165639729729
170,267,POLICE_STATION::Bellandur,POLICE_STATION::Bellandur (Cluster 267),POLICE_STATION::Bellandur (Cluster 267),Watch,Watch,Watch,14.96759004209524,0.0,36.67144424627651,50.739561689899496,-14.068117443622988,-27.7261311978306,0,False,No tow required,07:00-10:00,All Days,Morning,Routine monitoring,Routine monitoring,trunk,osmnx,CAR,42,12.999999995666666,0.0,,,0.0,0.0,0.0,0.0,1.4396248981335056,1.0,0.0,0,0.0,,,,,,0.0,0.0,0.0,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,forecast=36.67 | esc_prob=0.00 | priority=15.0 | patrols=0 | tow=no | window=07:00-10:00,12.925723204444443,77.67612351999999
171,796,POLICE_STATION::Mico Layout,POLICE_STATION::Mico Layout (Cluster 796),POLICE_STATION::Mico Layout (Cluster 796),Watch,Watch,Watch,14.938373564779386,0.0653907507658004,34.10936119972625,45.350546604380135,-11.241185404653883,-24.787320652316662,0,False,No tow required,07:00-10:00,All Days,Morning,Routine monitoring,Routine monitoring,secondary,osmnx,CAR,14,12.999999987,0.0,,,0.0,0.0,0.0,0.0,1.3987129198179002,1.0,0.0,0,0.0,,,,,,0.0,0.0,0.0,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,forecast=34.11 | esc_prob=0.07 | priority=14.9 | patrols=0 | tow=no | window=07:00-10:00,12.92649444,77.60894778000001
172,573,POLICE_STATION::HSR Layout,POLICE_STATION::HSR Layout (Cluster 573),POLICE_STATION::HSR Layout (Cluster 573),Watch,Watch,Watch,14.938318085621836,0.0810647308826446,39.97960421813792,53.64825353981861,-13.66864932168069,-25.47827453745687,0,False,No tow required,07:00-10:00,All Days,Morning,Routine monitoring,Routine monitoring,secondary,osmnx,MOTOR CYCLE,38,36.999999963,0.0,,,0.0,0.0,0.0,0.0,1.1572622539938635,1.0,0.0,0,0.0,,,,,,0.0,0.0,0.0,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,forecast=39.98 | esc_prob=0.08 | priority=14.9 | patrols=0 | tow=no | window=07:00-10:00,12.906212033333333,77.62976247179488
173,40,POLICE_STATION::Halasur,POLICE_STATION::Halasur (Cluster 40),POLICE_STATION::Halasur (Cluster 40),Watch,Watch,Watch,14.87738985961498,0.4534265796343485,11.839890289306643,0.0,11.839890289306643,1183989028930.6643,0,False,No tow required,07:00-10:00,All Days,Morning,Routine monitoring,Routine monitoring,secondary,osmnx,PASSENGER AUTO,1,-0.9743589743339908,0.0,,,0.0,0.0,0.0,0.0,1.4452655475694631,1.0,0.0,0,0.0,,,,,,0.0,0.0,0.0,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,forecast=11.84 | esc_prob=0.45 | priority=14.9 | patrols=0 | tow=no | window=07:00-10:00,12.9783929575,77.62870983
174,203,POLICE_STATION::Hulimavu,POLICE_STATION::Hulimavu (Cluster 203),POLICE_STATION::Hulimavu (Cluster 203),Watch,Watch,Watch,14.865875160590702,0.1376518259445826,29.150278156746097,37.49429875576591,-8.344020599019814,-22.25410495912828,0,False,No tow required,07:00-10:00,All Days,Morning,Routine monitoring,Routine monitoring,tertiary,osmnx,CAR,14,5.999999997,0.0,,,0.0,0.0,0.0,0.0,1.4152380867302377,1.0,0.0,0,0.0,,,,,,0.0,0.0,0.0,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,forecast=29.15 | esc_prob=0.14 | priority=14.9 | patrols=0 | tow=no | window=07:00-10:00,12.8930964625,77.63719799375
175,349,BTP192 - Urvashi Theater,BTP192 - Urvashi Theater (Cluster 349),BTP192 - Urvashi Theater (Cluster 349),Watch,Watch,Watch,14.843167462532294,0.0459770113229751,29.01764193353283,39.96445939622078,-10.946817462687951,-27.39138131178929,0,False,No tow required,07:00-10:00,All Days,Morning,Routine monitoring,Routine monitoring,secondary,osmnx,CAR,17,15.999999984,0.0,,,0.0,0.0,0.0,0.0,1.5956316247034814,1.0,0.0,0,0.0,,,,,,0.0,0.0,0.0,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,forecast=29.02 | esc_prob=0.05 | priority=14.8 | patrols=0 | tow=no | window=07:00-10:00,12.95800022777778,77.58638065555556
176,449,BTP051 - Safina Plaza Junction,BTP051 - Safina Plaza Junction (Cluster 449),BTP051 - Safina Plaza Junction (Cluster 449),Watch,Watch,Watch,14.8243001272582,0.3021715184052785,16.278269483513633,18.47932175492531,-2.201052271411676,-11.91089316200644,0,False,No tow required,07:00-10:00,All Days,Morning,Routine monitoring,Routine monitoring,secondary,osmnx,PASSENGER AUTO,9,1.9999999993333333,0.0,,,0.0,0.0,0.0,0.0,1.5133804857708388,1.0,0.0,0,0.0,,,,,,0.0,0.0,0.0,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,forecast=16.28 | esc_prob=0.30 | priority=14.8 | patrols=0 | tow=no | window=07:00-10:00,12.974372883333332,77.60781235
177,767,BTP023 - Mahalaxmi Layout Entrance,BTP023 - Mahalaxmi Layout Entrance (Cluster 767),BTP023 - Mahalaxmi Layout Entrance (Cluster 767),Watch,Watch,Watch,14.79356526439764,0.0303030312061309,35.61696263713513,48.64209504018049,-13.025132403045362,-26.777490550146453,0,False,No tow required,07:00-10:00,All Days,Morning,Routine monitoring,Routine monitoring,tertiary,osmnx,MOTOR CYCLE,25,23.999999976,0.0,,,0.0,0.0,0.0,0.0,1.396532434416421,1.0,0.0,0,0.0,,,,,,0.0,0.0,0.0,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,forecast=35.62 | esc_prob=0.03 | priority=14.8 | patrols=0 | tow=no | window=07:00-10:00,13.007117619230767,77.54853532692309
178,691,POLICE_STATION::Sheshadripuram,POLICE_STATION::Sheshadripuram (Cluster 691),POLICE_STATION::Sheshadripuram (Cluster 691),Watch,Watch,Watch,14.789981408194855,0.0,38.1188911862137,52.83672441002332,-14.717833223809611,-27.85530970716087,0,False,No tow required,07:00-10:00,All Days,Morning,Routine monitoring,Routine monitoring,residential,osmnx,SCOOTER,25,7.333333330888888,0.0,,,0.0,0.0,0.0,0.0,1.3684810797714582,1.0,0.0,0,0.0,,,,,,0.0,0.0,0.0,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,forecast=38.12 | esc_prob=0.00 | priority=14.8 | patrols=0 | tow=no | window=07:00-10:00,12.990909071428572,77.57219061071429
